Platz,Pl.AK,Name,Startnr.,Verein/Team,AK,Finish,Year,Finish_Minutes
6227,189,"Kristensen, Ole (DEN)",13163,–,60-64,1900-01-01 04:40:11,2018,280.18333333333334
6228,1009,"Flentge, Dirk (GER)",6585,Berufsfeuerwehr Salzgitter,40-44,1900-01-01 04:40:15,2018,280.25
6229,1020,"Von Fintel, Jürgen (GER)",14558,–,50-54,1900-01-01 04:40:15,2018,280.25
6230,680,"Ponick, Bastian (GER)",12205,–,<30,1900-01-01 04:40:17,2018,280.28333333333336
6231,790,"Schuldt, Marco (GER)",14439,–,30-34,1900-01-01 04:40:18,2018,280.3
6232,1010,"Lösche, Björn (GER)",16420,Runtastic,40-44,1900-01-01 04:40:22,2018,280.3666666666667
6233,1068,"Barth, Andreas (GER)",5381,SchwabenTeam,45-49,1900-01-01 04:40:22,2018,280.3666666666667
6234,1021,"Behr, Alexander (GER)",13239,Langläufer Nagold,50-54,1900-01-01 04:40:24,2018,280.4
6235,1069,"Schingale, Sven (GER)",15311,TV Wellingholzhausen,45-49,1900-01-01 04:40:26,2018,280.43333333333334
6236,1011,"Bury, Marc (GER)",11009,GVO Oldenburg,40-44,1900-01-01 04:40:27,2018,280.45
6237,1070,"Dr. Settgast, Olaf (GER)",16018,–,45-49,1900-01-01 04:40:27,2018,280.45
6238,1022,"Kirchner, Michael (GER)",10414,Doping Birgit,50-54,1900-01-01 04:40:29,2018,280.48333333333335
6239,1023,"Bischoff, Stefan (GER)",7650,Queens Park Rangers,50-54,1900-01-01 04:40:32,2018,280.53333333333336
6240,1012,"Borg, Daniel (SWE)",11002,Gantofta Springers,40-44,1900-01-01 04:40:39,2018,280.65
6241,1013,"Köhler, Marco (GER)",12557,–,40-44,1900-01-01 04:40:43,2018,280.71666666666664
6242,791,"Fujs, Stjepan (GER)",10621,DJK Göggingen e.V.,30-34,1900-01-01 04:40:43,2018,280.71666666666664
6243,1024,"Vetter, Martin (GER)",13210,Campus der Gesundheit,50-54,1900-01-01 04:40:44,2018,280.73333333333335
6244,1025,"Seifert, Jürgen (GER)",12444,–,50-54,1900-01-01 04:40:44,2018,280.73333333333335
6245,881,"Gießmann, Peter (GER)",12216,–,35-39,1900-01-01 04:40:45,2018,280.75
6246,190,"Brand, Matthias (GER)",12108,–,60-64,1900-01-01 04:40:47,2018,280.78333333333336
6247,1071,"Landwehr, Ralf (GER)",16571,–,45-49,1900-01-01 04:40:48,2018,280.8
6248,1072,"Quasten, Ralf (GER)",14230,Laufschule Saarpfalz,45-49,1900-01-01 04:40:48,2018,280.8
6249,1026,"Duer, Erik (DEN)",14360,Thomsen Food Line A/S,50-54,1900-01-01 04:40:50,2018,280.8333333333333
6250,1014,"Renzo, Pedrotti (ITA)",16500,GS CHIURO,40-44,1900-01-01 04:40:53,2018,280.8833333333333
6251,1073,"Pedrotti, Michael (ITA)",11247,SPORTIVA LANZADA,45-49,1900-01-01 04:40:53,2018,280.8833333333333
6252,1074,"Sawilla, Holger (GER)",14107,TEA / Racebooker,45-49,1900-01-01 04:40:56,2018,280.93333333333334
6253,1027,"Henrich, Jürgen (GER)",6113,–,50-54,1900-01-01 04:40:57,2018,280.95
6254,882,"Leszinski, Dennis (GER)",9286,–,35-39,1900-01-01 04:40:57,2018,280.95
6255,681,"Robrandt, Holger (GER)",13456,–,<30,1900-01-01 04:40:58,2018,280.96666666666664
6256,1028,"Tørnæs, Henrik (GER)",11619,–,50-54,1900-01-01 04:40:58,2018,280.96666666666664
6257,792,"Behrens, Stefan (GER)",10617,Die Dampfloks,30-34,1900-01-01 04:41:00,2018,281.0
6258,1075,"Braunsmann, Ludger (GER)",14377,TV Wellingholzhausen,45-49,1900-01-01 04:41:01,2018,281.01666666666665
6259,512,"Foth, Bernd (GER)",9541,HSH Nordbank eV,55-59,1900-01-01 04:41:02,2018,281.03333333333336
6260,1029,"Heimann, Jens (GER)",13156,–,50-54,1900-01-01 04:41:04,2018,281.06666666666666
6261,1015,"Borchsenius, Claus (DEN)",15020,–,40-44,1900-01-01 04:41:04,2018,281.06666666666666
6262,1030,"Schreder, Michael (GER)",13475,–,50-54,1900-01-01 04:41:05,2018,281.0833333333333
6263,1031,"Schlichtkrul, Thomas (GER)",15374,–,50-54,1900-01-01 04:41:06,2018,281.1
6264,682,"Marx, Lukas (GER)",8214,–,<30,1900-01-01 04:41:10,2018,281.1666666666667
6265,683,"Rüsch, Martin (GER)",14327,Strohhut,<30,1900-01-01 04:41:12,2018,281.2
6266,513,"Kleinfeld, Bernd (GER)",13022,DAKS Running Team,55-59,1900-01-01 04:41:13,2018,281.21666666666664
6267,514,"Burk, Michael (GER)",12282,–,55-59,1900-01-01 04:41:13,2018,281.21666666666664
6268,1076,"Spindler, Axel (GER)",11006,Göttinger Laufschule,45-49,1900-01-01 04:41:16,2018,281.26666666666665
6269,684,"Röhrig, Malte (GER)",14584,–,<30,1900-01-01 04:41:16,2018,281.26666666666665
6270,1077,"Chen, Christian (GER)",10610,Cyberyogies,45-49,1900-01-01 04:41:16,2018,281.26666666666665
6271,515,"Hansen, Jürgen (GER)",9163,Lauftreff Wedel e.V.,55-59,1900-01-01 04:41:18,2018,281.3
6272,883,"Bischoff, Björn (GER)",11377,Wagrien Runners,35-39,1900-01-01 04:41:19,2018,281.31666666666666
6273,793,"Sonnenschmidt, Falk (GER)",11669,–,30-34,1900-01-01 04:41:21,2018,281.35
6274,191,"Dr. Cheng, Chau Kam (HKG)",6620,–,60-64,1900-01-01 04:41:24,2018,281.4
6275,1016,"Gruß, Philipp (GER)",2278,–,40-44,1900-01-01 04:41:28,2018,281.46666666666664
6276,884,"Dr. Makasu, Gabriel Phemo (GER)",12599,–,35-39,1900-01-01 04:41:29,2018,281.48333333333335
6277,794,"Niemann, Daniel (GER)",14007,–,30-34,1900-01-01 04:41:30,2018,281.5
6278,516,"Korell, Klaus (GER)",16471,MTP Hersbruck,55-59,1900-01-01 04:41:31,2018,281.51666666666665
6279,885,"Wendring, Daniel (GER)",6098,–,35-39,1900-01-01 04:41:32,2018,281.53333333333336
6279,885,"Wilczek, Philipp (GER)",9272,–,35-39,1900-01-01 04:41:32,2018,281.53333333333336
6281,795,"Roth, Yannik (GER)",8162,–,30-34,1900-01-01 04:41:35,2018,281.5833333333333
6282,887,"Pirker, Dietmar (AUT)",15219,–,35-39,1900-01-01 04:41:38,2018,281.6333333333333
6283,517,"Tost, Volkmar (GER)",15208,Polizei Hamburg,55-59,1900-01-01 04:41:38,2018,281.6333333333333
6284,56,"Kim, Hyung-Bog (GER)",15230,–,65-69,1900-01-01 04:41:41,2018,281.68333333333334
6285,1017,"Behrenhoff, Lars (GER)",15419,–,40-44,1900-01-01 04:41:42,2018,281.7
6286,1032,"Dreyer, Holger (GER)",8345,–,50-54,1900-01-01 04:41:42,2018,281.7
6287,518,"Wu, Hao-Jan (TPE)",12620,–,55-59,1900-01-01 04:41:43,2018,281.71666666666664
6288,1033,"Dickhaut, Joachim (GER)",16502,Open Sports Hamburg,50-54,1900-01-01 04:41:46,2018,281.76666666666665
6289,685,"Engelsberger, Wolfgang (GER)",10352,–,<30,1900-01-01 04:41:46,2018,281.76666666666665
6290,1078,"Riepl, Torsten (GER)",14295,Radsportfreunde 67 Ahlen,45-49,1900-01-01 04:41:47,2018,281.78333333333336
6291,519,"Kestel, Lutz (GER)",14548,–,55-59,1900-01-01 04:41:49,2018,281.81666666666666
6292,1079,"Otto, Wolfgang (GER)",16206,–,45-49,1900-01-01 04:41:49,2018,281.81666666666666
6293,1080,"Gensing, Carsten (GER)",10036,–,45-49,1900-01-01 04:41:51,2018,281.85
6294,1081,"Ulbrich, Christian (GER)",16030,TSV Bisperode ,45-49,1900-01-01 04:41:51,2018,281.85
6295,1082,"Pfeil, Andreas (GER)",11353,T-Systems on site services,45-49,1900-01-01 04:41:53,2018,281.8833333333333
6296,1034,"Dreise, Gösta (GER)",9131,FC St. Pauli Triathlon,50-54,1900-01-01 04:41:56,2018,281.93333333333334
6297,1018,"Prof. Dr. Ebdrup, Jacob (GER)",12020,–,40-44,1900-01-01 04:41:56,2018,281.93333333333334
6297,1035,"Trautmann, Stefan (GER)",11337,TSV Grünberg,50-54,1900-01-01 04:41:56,2018,281.93333333333334
6299,192,"Jahnke, Gerd (GER)",12666,–,60-64,1900-01-01 04:41:57,2018,281.95
6300,1019,"Dr. Teterin, Andrej (GER)",14252,Los Intocables,40-44,1900-01-01 04:41:57,2018,281.95
6301,520,"Schanzenbach, Rolf (GER)",15139,–,55-59,1900-01-01 04:41:57,2018,281.95
6302,796,"May, Jan (GER)",15025,–,30-34,1900-01-01 04:41:59,2018,281.98333333333335
6303,1036,"Almousa, Awad (SYR)",4559,LT SC Bad Münder,50-54,1900-01-01 04:41:59,2018,281.98333333333335
6304,1083,"Chapman, Lee (ENG)",12357,–,45-49,1900-01-01 04:42:03,2018,282.05
6305,521,"Dr. Posselt, Dirk (GER)",8196,–,55-59,1900-01-01 04:42:06,2018,282.1
6306,1084,"Witte, Ingo (GER)",15298,SV Grün-Weiss Harburg,45-49,1900-01-01 04:42:07,2018,282.1166666666667
6307,797,"Döscher, Tobias (GER)",10588,BSCG Ü40 & Friends,30-34,1900-01-01 04:42:08,2018,282.1333333333333
6308,1085,"Neumann, Mathias (GER)",8442,–,45-49,1900-01-01 04:42:10,2018,282.1666666666667
6309,1086,"Prof. Hahn, Alexander (GER)",10434,FC Deutsche Post,45-49,1900-01-01 04:42:11,2018,282.18333333333334
6310,1020,"Prof. Dr. Pe, Marco (GER)",12292,–,40-44,1900-01-01 04:42:11,2018,282.18333333333334
6311,686,"Schiemann, Fabian (GER)",16065,–,<30,1900-01-01 04:42:11,2018,282.18333333333334
6312,1087,"Stange, Michael (GER)",10131,Kölln,45-49,1900-01-01 04:42:12,2018,282.2
6312,522,"Mcdonough, Edward (AUS)",13497,–,55-59,1900-01-01 04:42:12,2018,282.2
6314,687,"Mcdonough, Mitchell (AUS)",13530,–,<30,1900-01-01 04:42:12,2018,282.2
6315,1088,"Malary, Raphael (FRA)",16407,–,45-49,1900-01-01 04:42:14,2018,282.23333333333335
6316,523,"Blechschmidt, Thomas (GER)",13177,TSG 1860 Hann. Münden,55-59,1900-01-01 04:42:14,2018,282.23333333333335
6317,688,"Heinen, Patrick (GER)",11616,–,<30,1900-01-01 04:42:16,2018,282.26666666666665
6318,524,"Wrobel, Kim Rom (DEN)",7386,Amok Aalborg,55-59,1900-01-01 04:42:17,2018,282.28333333333336
6319,888,"Lehmann, Jan (GER)",13199,Borchardt & Lehmann Finanzierungen,35-39,1900-01-01 04:42:18,2018,282.3
6320,1089,"Adler, Björn (GER)",13092,–,45-49,1900-01-01 04:42:19,2018,282.31666666666666
6321,1090,"Böke, Ralf (GER)",16623,Bad Brains Bargenstedt,45-49,1900-01-01 04:42:20,2018,282.3333333333333
6322,889,"Wolters, Torsten (GER)",10238,Sonne 08,35-39,1900-01-01 04:42:23,2018,282.3833333333333
6323,1021,"Linnemann, Carsten (GER)",11654,–,40-44,1900-01-01 04:42:27,2018,282.45
6324,1022,"Riedel, Tim (GER)",15003,–,40-44,1900-01-01 04:42:29,2018,282.48333333333335
6325,689,"Dittmer, Tobias (GER)",15434,Waldläufer vom See,<30,1900-01-01 04:42:33,2018,282.55
6326,890,"Reisener, Christian (GER)",15505,–,35-39,1900-01-01 04:42:35,2018,282.5833333333333
6327,1037,"Gellersen, Horst (GER)",14376,TV Lokstedt,50-54,1900-01-01 04:42:40,2018,282.6666666666667
6328,1038,"Wieckhorst, Arndt (GER)",5531,VfB Brunsbüttel,50-54,1900-01-01 04:42:41,2018,282.68333333333334
6329,193,"Kuttenreich, Erich (GER)",12499,–,60-64,1900-01-01 04:42:42,2018,282.7
6330,1039,"Kock, Jörn (GER)",12535,–,50-54,1900-01-01 04:42:46,2018,282.76666666666665
6331,1023,"Lentfer, Ulf (GER)",14169,Elektro Schüler,40-44,1900-01-01 04:42:49,2018,282.81666666666666
6332,10,"Mckeverne, Anselm (GER)",8128,TV Gondelsheim,70-74,1900-01-01 04:42:49,2018,282.81666666666666
6332,1091,"Czarnecki, Christoph (POL)",16495,–,45-49,1900-01-01 04:42:49,2018,282.81666666666666
6334,1040,"Liebold, Xaver (GER)",14286,Olympus,50-54,1900-01-01 04:42:53,2018,282.8833333333333
6335,194,"Krause, Reinhold (GER)",12662,SSV ZUFFENHAUSEN E.V.,60-64,1900-01-01 04:42:59,2018,282.98333333333335
6336,690,"Nier, Sebastian (GER)",6589,Stulz GmbH,<30,1900-01-01 04:42:59,2018,282.98333333333335
6337,691,"Schulte, Chris (GER)",8391,–,<30,1900-01-01 04:43:04,2018,283.06666666666666
6338,692,"Papendick, Marcel (GER)",14659,–,<30,1900-01-01 04:43:05,2018,283.0833333333333
6339,798,"Reiser, Nils (GER)",12068,–,30-34,1900-01-01 04:43:06,2018,283.1
6340,799,"Burian, Michael (GER)",10655,Feuerwehr Bocholt,30-34,1900-01-01 04:43:07,2018,283.1166666666667
6341,1041,"Arnsbæk, Brian (DEN)",14315,SGI LØB / Thoni mara,50-54,1900-01-01 04:43:07,2018,283.1166666666667
6342,1042,"Junker, Jürgen (GER)",10481,TSG Kleinostheim,50-54,1900-01-01 04:43:08,2018,283.1333333333333
6343,891,"Pershin, Denis (GER)",13549,–,35-39,1900-01-01 04:43:09,2018,283.15
6344,1024,"Kipke, Sebastian (GER)",14415,–,40-44,1900-01-01 04:43:09,2018,283.15
6345,195,"Dr. Hertrich, Frank (GER)",10014,–,60-64,1900-01-01 04:43:13,2018,283.21666666666664
6346,196,"Martens, Jörg (GER)",13485,–,60-64,1900-01-01 04:43:17,2018,283.28333333333336
6347,525,"Decker, Wolfgang (GER)",15058,–,55-59,1900-01-01 04:43:25,2018,283.4166666666667
6348,693,"Strauß, Stefan (GER)",8615,–,<30,1900-01-01 04:43:25,2018,283.4166666666667
6349,1043,"Schiener, Michael (GER)",15049,–,50-54,1900-01-01 04:43:27,2018,283.45
6350,1092,"Dr. González-Sánchez, Víctor M. (ESP)",13558,–,45-49,1900-01-01 04:43:29,2018,283.48333333333335
6351,526,"Dr. Keßler, Thomas (GER)",9360,–,55-59,1900-01-01 04:43:30,2018,283.5
6352,892,"Schmidtke, Robert (GER)",14411,–,35-39,1900-01-01 04:43:31,2018,283.51666666666665
6353,1093,"Hegelund, Steen (GER)",5218,HEGELUND,45-49,1900-01-01 04:43:31,2018,283.51666666666665
6354,1044,"Svendsen, Peter Allan (NOR)",3604,Grimstad Maraton,50-54,1900-01-01 04:43:36,2018,283.6
6355,527,"Klein, Friedrich (GER)",10198,HSH Nordbank eV,55-59,1900-01-01 04:43:36,2018,283.6
6356,528,"Brettschneider, Reinhold (GER)",13638,TSV08 Epp.--Gr.Borstel,55-59,1900-01-01 04:43:36,2018,283.6
6357,1094,"Cook, David (AUS)",11522,–,45-49,1900-01-01 04:43:37,2018,283.6166666666667
6358,1045,"Dr. Riepe, Hilmar (GER)",9412,–,50-54,1900-01-01 04:43:38,2018,283.6333333333333
6359,197,"Meissner, Andreas (GER)",10654,Fechtclub Kassel,60-64,1900-01-01 04:43:40,2018,283.6666666666667
6360,1025,"Ellis, Florian (GER)",15213,Trachtenbrummsel,40-44,1900-01-01 04:43:41,2018,283.68333333333334
6361,694,"Freund, Marc-Hendrik (GER)",15535,EMA Running Group,<30,1900-01-01 04:43:42,2018,283.7
6362,893,"Hardt, Ingo (GER)",7079,Triathlon Club Alstertal im Oberalster VfW,35-39,1900-01-01 04:43:42,2018,283.7
6363,198,"Kollender, Walle (GER)",13577,–,60-64,1900-01-01 04:43:43,2018,283.71666666666664
6364,1026,"Unger, Sascha (GER)",13608,Herrengedeck,40-44,1900-01-01 04:43:43,2018,283.71666666666664
6365,57,"Schiemzik, Bruno (GER)",11521,–,65-69,1900-01-01 04:43:43,2018,283.71666666666664
6366,1095,"Kaldewey, Thomas (GER)",14217,KKW ARCHITEKTEN,45-49,1900-01-01 04:43:46,2018,283.76666666666665
6367,199,"Nutz, Gerhard (GER)",15147,–,60-64,1900-01-01 04:43:46,2018,283.76666666666665
6368,1096,"Von Malottky, Michael (GER)",12145,–,45-49,1900-01-01 04:43:46,2018,283.76666666666665
6369,695,"Gerke, Mattis (GER)",13238,Kumpanei Adler e.V.,<30,1900-01-01 04:43:47,2018,283.78333333333336
6370,1046,"Nielsen, Michael (DEN)",7373,Aarhus 1900,50-54,1900-01-01 04:43:50,2018,283.8333333333333
6371,58,"Sandforth, Hermann Josef (GER)",11245,Spiridon Frankfurt,65-69,1900-01-01 04:43:50,2018,283.8333333333333
6372,894,"Schulte, Thorsten (GER)",2541,LTV Kiel-Ost/ Team Erdinger Alkoholfrei/ 100 MC,35-39,1900-01-01 04:43:52,2018,283.8666666666667
6373,1097,"Rau, Torben (GER)",10502,–,45-49,1900-01-01 04:43:52,2018,283.8666666666667
6374,1047,"Larsen, Steen (DEN)",13203,Bredsten if,50-54,1900-01-01 04:43:54,2018,283.9
6375,1098,"Meshi, Shmuel (ISR)",11194,Q7,45-49,1900-01-01 04:43:54,2018,283.9
6376,800,"Schneider, Michael (GER)",13610,Just do it,30-34,1900-01-01 04:43:55,2018,283.9166666666667
6377,801,"Linger, Xavier (FRA)",14643,–,30-34,1900-01-01 04:43:56,2018,283.93333333333334
6378,802,"Schröder, Tino (GER)",12214,–,30-34,1900-01-01 04:43:57,2018,283.95
6379,1048,"Kölbl, Thomas (GER)",10183,DJK Laufwölfe Fürsteneck,50-54,1900-01-01 04:43:57,2018,283.95
6380,529,"Camathias, Ulrich (SUI)",15342,–,55-59,1900-01-01 04:43:59,2018,283.98333333333335
6381,696,"Terrey, Yannik (GER)",14350,Team Haspa,<30,1900-01-01 04:43:59,2018,283.98333333333335
6382,200,"Hoth, Jens-Peter (GER)",15565,Marathonprojekt Frankfurt,60-64,1900-01-01 04:44:05,2018,284.0833333333333
6383,530,"Bennedsen, Jens (DEN)",15190,–,55-59,1900-01-01 04:44:05,2018,284.0833333333333
6384,531,"Schilla, Henning (GER)",10103,TVU-Lauftreff Uelzen,55-59,1900-01-01 04:44:08,2018,284.1333333333333
6385,895,"Stolze, Dennis (GER)",11315,Trailrunning Harz,35-39,1900-01-01 04:44:11,2018,284.18333333333334
6386,803,"Dudenhöffer, Eike (GER)",15326,–,30-34,1900-01-01 04:44:12,2018,284.2
6387,1027,"Henn, Volker (GER)",14039,–,40-44,1900-01-01 04:44:13,2018,284.21666666666664
6388,1028,"Dr. Teffner, Martin (GER)",9362,–,40-44,1900-01-01 04:44:13,2018,284.21666666666664
6389,1029,"Bertelsmeier, Christian (GER)",13201,Boxsportschule Lokomotive Spandau e.V,40-44,1900-01-01 04:44:15,2018,284.25
6390,896,"Bertelsmeier, Andreas (GER)",10582,Boxsportschule Lokomotive Spandau e.V,35-39,1900-01-01 04:44:18,2018,284.3
6391,1030,"Prof. Dr. Ahrens, Jan (GER)",14111,–,40-44,1900-01-01 04:44:19,2018,284.31666666666666
6392,804,"Danisch, Dominik (GER)",9087,–,30-34,1900-01-01 04:44:19,2018,284.31666666666666
6393,697,"Scholz, Philipp (GER)",15629,–,<30,1900-01-01 04:44:21,2018,284.35
6394,4,"Stelljes, Werner (GER)",12663,TSV Gnarrenburg,75-79,1900-01-01 04:44:22,2018,284.3666666666667
6395,532,"Becker, Rupert (GER)",12494,–,55-59,1900-01-01 04:44:23,2018,284.3833333333333
6396,201,"Mierau, Volker (GER)",13255,LG Reinbek,60-64,1900-01-01 04:44:25,2018,284.4166666666667
6397,533,"Wischniowski, Theodor (GER)",15181,–,55-59,1900-01-01 04:44:25,2018,284.4166666666667
6398,1099,"Wallesch, René (GER)",13184,100 Marathon Club,45-49,1900-01-01 04:44:26,2018,284.43333333333334
6399,202,"Laß, Michel (GER)",16069,–,60-64,1900-01-01 04:44:28,2018,284.46666666666664
6400,534,"Petersen, Heiko (GER)",13170,DÄNISCHES BETTENLAGER GmbH & Co. KG,55-59,1900-01-01 04:44:29,2018,284.48333333333335
6401,1100,"Mangeon, Vincent (FRA)",13518,–,45-49,1900-01-01 04:44:30,2018,284.5
6402,535,"Usselmann, Manfred (GER)",5092,Abgehts09,55-59,1900-01-01 04:44:32,2018,284.53333333333336
6403,536,"Hägemann, Christian (GER)",10411,BSG Hamburg Wasser,55-59,1900-01-01 04:44:33,2018,284.55
6404,1049,"Knese, Siegfried (GER)",13627,S.H.Racing team,50-54,1900-01-01 04:44:36,2018,284.6
6405,1101,"Bockelkamp, Meik (GER)",14638,–,45-49,1900-01-01 04:44:38,2018,284.6333333333333
6406,1102,"Valenzuela, Renato (IRL)",15471,–,45-49,1900-01-01 04:44:40,2018,284.6666666666667
6407,537,"Jürgensen, Kai-Uwe (GER)",14507,–,55-59,1900-01-01 04:44:42,2018,284.7
6408,897,"Wolfrum, Norman (GER)",15663,–,35-39,1900-01-01 04:44:42,2018,284.7
6409,1031,"Twesten, Alexander (GER)",8588,–,40-44,1900-01-01 04:44:42,2018,284.7
6410,1032,"Mahler, Nico (GER)",13227,Gaensefurther Sportbewegung,40-44,1900-01-01 04:44:45,2018,284.75
6411,1050,"Jürgensen, Olaf (GER)",9528,Fördelandtherme Glücksburg,50-54,1900-01-01 04:44:46,2018,284.76666666666665
6412,898,"Möller, Sascha (GER)",13377,–,35-39,1900-01-01 04:44:47,2018,284.78333333333336
6413,698,"Ahrens, Maximilian (GER)",9569,MaliCrew e.V.,<30,1900-01-01 04:44:48,2018,284.8
6414,1051,"Ahrens, Michael (GER)",9570,MaliCrew e.V.,50-54,1900-01-01 04:44:48,2018,284.8
6415,1033,"Timmer, Marco (GER)",1437,–,40-44,1900-01-01 04:44:55,2018,284.9166666666667
6416,1103,"Larochelle, Yannick (FRA)",4175,–,45-49,1900-01-01 04:44:57,2018,284.95
6417,805,"Eylers, Arne (GER)",8488,–,30-34,1900-01-01 04:44:57,2018,284.95
6418,699,"Walter, Jens (GER)",13437,–,<30,1900-01-01 04:45:02,2018,285.03333333333336
6419,1034,"Müller, Dominik (SUI)",13542,–,40-44,1900-01-01 04:45:04,2018,285.06666666666666
6420,1052,"Prof. Dr. Weise, Rüdiger (GER)",14173,Enno,50-54,1900-01-01 04:45:04,2018,285.06666666666666
6421,538,"Paul, Joachim (GER)",9445,–,55-59,1900-01-01 04:45:05,2018,285.0833333333333
6422,700,"Borchers, Jan (GER)",14675,–,<30,1900-01-01 04:45:05,2018,285.0833333333333
6423,1104,"Wolf, Frank (GER)",3307,Reederei Rahder Büsum,45-49,1900-01-01 04:45:05,2018,285.0833333333333
6424,539,"Hubing, Peter (GER)",11298,TeamKoerperkonzept,55-59,1900-01-01 04:45:07,2018,285.1166666666667
6425,1053,"Dr. Frovst, Uffe (DEN)",13349,Uffe Frovst,50-54,1900-01-01 04:45:07,2018,285.1166666666667
6426,540,"Bischoff, Jörg (GER)",14326,Stiftung Wadentest Schwerin,55-59,1900-01-01 04:45:10,2018,285.1666666666667
6427,899,"Daum, Jan (GER)",10461,MiniBike - Squad,35-39,1900-01-01 04:45:13,2018,285.21666666666664
6428,1035,"Nissen, Volker (GER)",13175,Team Erdinger Alkoholfrei,40-44,1900-01-01 04:45:14,2018,285.23333333333335
6429,59,"Dr. Pohle, Fritz (MEX)",13370,–,65-69,1900-01-01 04:45:15,2018,285.25
6430,203,"Klaes, Andreas (GER)",15217,–,60-64,1900-01-01 04:45:16,2018,285.26666666666665
6431,1105,"Fischer, Edgar (GER)",15013,–,45-49,1900-01-01 04:45:21,2018,285.35
6432,1036,"Gerasimou, Georgios (GRE)",15539,GSV Reutlingen,40-44,1900-01-01 04:45:22,2018,285.3666666666667
6433,1106,"Lampe, Ingo (GER)",11220,Running Printer,45-49,1900-01-01 04:45:27,2018,285.45
6434,701,"Benda, Niklas (GER)",14635,–,<30,1900-01-01 04:45:27,2018,285.45
6435,541,"Conradi, Achim (GER)",9369,–,55-59,1900-01-01 04:45:27,2018,285.45
6436,204,"Bodemann, Detlef (GER)",10135,Motor Finsterwalde,60-64,1900-01-01 04:45:28,2018,285.46666666666664
6437,702,"Kracht, Alexander (GER)",9333,–,<30,1900-01-01 04:45:34,2018,285.56666666666666
6438,1054,"Hahlbohm, Jens (GER)",10630,Eddie Eagle Lüneburg,50-54,1900-01-01 04:45:37,2018,285.6166666666667
6439,703,"Dr. Achnitz, Joshua (GER)",16266,–,<30,1900-01-01 04:45:41,2018,285.68333333333334
6440,704,"Christensen, Jesper (DEN)",11184,PGU RUNNERS,<30,1900-01-01 04:45:41,2018,285.68333333333334
6441,1055,"Binnen, Uwe (GER)",14628,–,50-54,1900-01-01 04:45:43,2018,285.71666666666664
6442,705,"Sutton, Ed (ENG)",8569,–,<30,1900-01-01 04:45:43,2018,285.71666666666664
6443,1037,"Steensbeck, S.Hannes (GER)",12661,Potschirunners,40-44,1900-01-01 04:45:46,2018,285.76666666666665
6444,706,"Koch, Felix (GER)",13625,Red-White Bullets,<30,1900-01-01 04:45:48,2018,285.8
6445,1056,"Wiens, Jochen (GER)",16460,SG Stern,50-54,1900-01-01 04:45:54,2018,285.9
6446,707,"Warlich, Vincent (GER)",9488,–,<30,1900-01-01 04:45:55,2018,285.9166666666667
6447,1057,"Krützfeldt, Martin (GER)",14017,–,50-54,1900-01-01 04:45:59,2018,285.98333333333335
6448,1107,"Jachtmann, Lars (GER)",9675,–,45-49,1900-01-01 04:45:59,2018,285.98333333333335
6449,806,"Akin, Can (GER)",5155,Die Akins,30-34,1900-01-01 04:45:59,2018,285.98333333333335
6450,1058,"Mattheis, Thomas (GER)",11636,–,50-54,1900-01-01 04:45:59,2018,285.98333333333335
6451,1108,"Brand, Markus (GER)",15400,–,45-49,1900-01-01 04:45:59,2018,285.98333333333335
6452,1109,"Giese, Jörg (GER)",13283,Rahlstedter SC - One man show,45-49,1900-01-01 04:46:00,2018,286.0
6453,1059,"Hartwig, Janko (GER)",11058,Kirchentellinsfurt,50-54,1900-01-01 04:46:01,2018,286.01666666666665
6454,900,"Monreal, Tobias (GER)",11313,tobi_runner,35-39,1900-01-01 04:46:03,2018,286.05
6455,901,"Dr. Didsbury, James (GBR)",15038,–,35-39,1900-01-01 04:46:04,2018,286.06666666666666
6456,11,"Pünjer, Peter (GER)",13020,Buxtehuder SV,70-74,1900-01-01 04:46:04,2018,286.06666666666666
6457,708,"Kunz, Patrik (GER)",13266,LT TUS Iserlohn,<30,1900-01-01 04:46:05,2018,286.0833333333333
6458,205,"Tübben, Axel (GER)",13241,Laufrausch,60-64,1900-01-01 04:46:05,2018,286.0833333333333
6459,206,"Albrecht, Hans-Christian (GER)",14258,LT Hemsbach,60-64,1900-01-01 04:46:12,2018,286.2
6460,1060,"Sevecke, Friedhelm (GER)",9227,Tri Team Lüneburg,50-54,1900-01-01 04:46:12,2018,286.2
6461,807,"Bourns, James (GBR)",13646,Wurzel on Tour,30-34,1900-01-01 04:46:14,2018,286.23333333333335
6462,542,"Pavel, Dietmar (GER)",5501,TSV Talheim,55-59,1900-01-01 04:46:17,2018,286.28333333333336
6463,709,"Reindl, Florian (GER)",12128,–,<30,1900-01-01 04:46:18,2018,286.3
6464,902,"Schweizer, Timo (GER)",14434,–,35-39,1900-01-01 04:46:24,2018,286.4
6465,1061,"Beth, Henning (GER)",12004,–,50-54,1900-01-01 04:46:24,2018,286.4
6466,1062,"Dietrich, Christian (GER)",8005,SG Stern MBVD Berlin,50-54,1900-01-01 04:46:26,2018,286.43333333333334
6467,808,"Boldt, Jesper (DEN)",2265,–,30-34,1900-01-01 04:46:27,2018,286.45
6468,903,"Albrecht, Ronnie (GER)",15510,–,35-39,1900-01-01 04:46:32,2018,286.53333333333336
6469,1038,"Kemp, David (GBR)",8388,–,40-44,1900-01-01 04:46:32,2018,286.53333333333336
